District,Month,Cases,Year
Anuradhapura,1,13,2014
Badulla,1,6,2014
Batticaloa,1,3,2014
Colombo,1,14,2014
Galle,1,31,2014
Gampaha,1,22,2014
Hambantota,1,19,2014
Jaffna,1,2,2014
Kalutara,1,37,2014
Kandy,1,6,2014
Kegalle,1,18,2014
Kilinochchi,1,0,2014
Kurunegala,1,20,2014
Mannar,1,2,2014
Matale,1,11,2014
Matara,1,8,2014
Monaragala,1,11,2014
Mullaitivu,1,1,2014
Nuwara Eliya,1,1,2014
Polonnaruwa,1,8,2014
Puttalam,1,8,2014
Ratnapura,1,45,2014
Trincomalee,1,2,2014
Vavuniya,1,0,2014
Ampara,2,4,2014
Anuradhapura,2,11,2014
Badulla,2,6,2014
Batticaloa,2,0,2014
Colombo,2,10,2014
Galle,2,10,2014
Gampaha,2,25,2014
Hambantota,2,13,2014
Jaffna,2,2,2014
Kalutara,2,28,2014
Kandy,2,2,2014
Kegalle,2,12,2014
Kilinochchi,2,0,2014
Kurunegala,2,6,2014
Mannar,2,1,2014
Matale,2,2,2014
Matara,2,3,2014
Monaragala,2,13,2014
Mullaitivu,2,4,2014
Nuwara Eliya,2,1,2014
Polonnaruwa,2,1,2014
Puttalam,2,26,2014
Ratnapura,2,14,2014
Trincomalee,2,2,2014
Vavuniya,2,3,2014
Ampara,3,2,2014
Anuradhapura,3,17,2014
Badulla,3,8,2014
Batticaloa,3,2,2014
Colombo,3,12,2014
Galle,3,20,2014
Gampaha,3,25,2014
Hambantota,3,13,2014
Jaffna,3,1,2014
Kalutara,3,32,2014
Kandy,3,2,2014
Kegalle,3,20,2014
Kilinochchi,3,0,2014
Kurunegala,3,8,2014
Mannar,3,1,2014
Matale,3,3,2014
Matara,3,10,2014
Monaragala,3,13,2014
Mullaitivu,3,2,2014
Nuwara Eliya,3,0,2014
Polonnaruwa,3,12,2014
Puttalam,3,9,2014
Ratnapura,3,27,2014
Trincomalee,3,1,2014
Vavuniya,3,3,2014
Ampara,4,0,2014
Anuradhapura,4,9,2014
Badulla,4,5,2014
Batticaloa,4,2,2014
Colombo,4,6,2014
Galle,4,14,2014
Gampaha,4,5,2014
Hambantota,4,2,2014
Jaffna,4,1,2014
Kalutara,4,12,2014
Kandy,4,4,2014
Kegalle,4,7,2014
Kilinochchi,4,0,2014
Kurunegala,4,10,2014
Mannar,4,0,2014
Matale,4,1,2014
Matara,4,3,2014
Monaragala,4,9,2014
Mullaitivu,4,0,2014
Nuwara Eliya,4,1,2014
Polonnaruwa,4,1,2014
Puttalam,4,2,2014
Ratnapura,4,21,2014
Trincomalee,4,3,2014
Vavuniya,4,1,2014
Ampara,5,5,2014
Anuradhapura,5,6,2014
Badulla,5,6,2014
Batticaloa,5,6,2014
Colombo,5,15,2014
Galle,5,15,2014
Gampaha,5,20,2014
Hambantota,5,3,2014
Jaffna,5,0,2014
Kalutara,5,16,2014
Kandy,5,1,2014
Kegalle,5,18,2014
Kilinochchi,5,0,2014
Kurunegala,5,15,2014
Mannar,5,0,2014
Matale,5,4,2014
Matara,5,6,2014
Monaragala,5,6,2014
Mullaitivu,5,1,2014
Nuwara Eliya,5,3,2014
Polonnaruwa,5,10,2014
Puttalam,5,3,2014
Ratnapura,5,30,2014
Trincomalee,5,1,2014
Vavuniya,5,1,2014
Ampara,6,1,2014
Anuradhapura,6,10,2014
Badulla,6,4,2014
Batticaloa,6,0,2014
Colombo,6,12,2014
Galle,6,16,2014
Gampaha,6,19,2014
Hambantota,6,7,2014
Jaffna,6,0,2014
Kalutara,6,21,2014
Kandy,6,2,2014
Kegalle,6,19,2014
Kilinochchi,6,0,2014
Kurunegala,6,4,2014
Mannar,6,0,2014
Matale,6,3,2014
Matara,6,11,2014
Monaragala,6,5,2014
Mullaitivu,6,0,2014
Nuwara Eliya,6,4,2014
Polonnaruwa,6,8,2014
Puttalam,6,3,2014
Ratnapura,6,48,2014
Trincomalee,6,1,2014
Vavuniya,6,1,2014
Ampara,7,0,2014
Anuradhapura,7,5,2014
Badulla,7,2,2014
Batticaloa,7,1,2014
Colombo,7,12,2014
Galle,7,13,2014
Gampaha,7,13,2014
Hambantota,7,7,2014
Jaffna,7,1,2014
Kalutara,7,11,2014
Kandy,7,8,2014
Kegalle,7,16,2014
Kilinochchi,7,0,2014
Kurunegala,7,3,2014
Mannar,7,0,2014
Matale,7,5,2014
Matara,7,8,2014
Monaragala,7,2,2014
Mullaitivu,7,0,2014
Nuwara Eliya,7,2,2014
Polonnaruwa,7,11,2014
Puttalam,7,4,2014
Ratnapura,7,31,2014
Trincomalee,7,4,2014
Vavuniya,7,0,2014
Ampara,8,0,2014
Anuradhapura,8,7,2014
Badulla,8,6,2014
Batticaloa,8,0,2014
Colombo,8,18,2014
Galle,8,9,2014
Gampaha,8,16,2014
Hambantota,8,3,2014
Jaffna,8,0,2014
Kalutara,8,24,2014
Kandy,8,8,2014
Kegalle,8,18,2014
Kilinochchi,8,1,2014
Kurunegala,8,3,2014
Mannar,8,0,2014
Matale,8,2,2014
Matara,8,6,2014
Monaragala,8,2,2014
Mullaitivu,8,0,2014
Nuwara Eliya,8,2,2014
Polonnaruwa,8,4,2014
Puttalam,8,3,2014
Ratnapura,8,39,2014
Trincomalee,8,2,2014
Vavuniya,8,0,2014
Ampara,9,0,2014
Anuradhapura,9,2,2014
Badulla,9,4,2014
Batticaloa,9,1,2014
Colombo,9,21,2014
Galle,9,14,2014
Gampaha,9,72,2014
Hambantota,9,10,2014
Jaffna,9,1,2014
Kalutara,9,46,2014
Kandy,9,7,2014
Kegalle,9,17,2014
Kilinochchi,9,0,2014
Kurunegala,9,6,2014
Mannar,9,0,2014
Matale,9,3,2014
Matara,9,12,2014
Monaragala,9,2,2014
Mullaitivu,9,0,2014
Nuwara Eliya,9,8,2014
Polonnaruwa,9,2,2014
Puttalam,9,0,2014
Ratnapura,9,41,2014
Trincomalee,9,0,2014
Vavuniya,9,0,2014
Ampara,10,2,2014
Anuradhapura,10,3,2014
Badulla,10,4,2014
Batticaloa,10,2,2014
Colombo,10,55,2014
Galle,10,41,2014
Gampaha,10,133,2014
Hambantota,10,3,2014
Jaffna,10,1,2014
Kalutara,10,54,2014
Kandy,10,9,2014
Kegalle,10,68,2014
Kilinochchi,10,0,2014
Kurunegala,10,18,2014
Mannar,10,0,2014
Matale,10,3,2014
Matara,10,21,2014
Monaragala,10,5,2014
Mullaitivu,10,0,2014
Nuwara Eliya,10,2,2014
Polonnaruwa,10,1,2014
Puttalam,10,1,2014
Ratnapura,10,63,2014
Trincomalee,10,1,2014
Vavuniya,10,0,2014
Ampara,11,2,2014
Anuradhapura,11,31,2014
Badulla,11,3,2014
Batticaloa,11,0,2014
Colombo,11,31,2014
Galle,11,25,2014
Gampaha,11,86,2014
Hambantota,11,5,2014
Jaffna,11,5,2014
Kalutara,11,58,2014
Kandy,11,16,2014
Kegalle,11,65,2014
Kilinochchi,11,0,2014
Kurunegala,11,38,2014
Mannar,11,0,2014
Matale,11,5,2014
Matara,11,18,2014
Monaragala,11,6,2014
Mullaitivu,11,1,2014
Nuwara Eliya,11,5,2014
Polonnaruwa,11,8,2014
Puttalam,11,2,2014
Ratnapura,11,65,2014
Trincomalee,11,3,2014
Vavuniya,11,0,2014
Ampara,12,5,2014
Anuradhapura,12,62,2014
Badulla,12,2,2014
Batticaloa,12,0,2014
Colombo,12,16,2014
Galle,12,35,2014
Gampaha,12,23,2014
Hambantota,12,11,2014
Jaffna,12,3,2014
Kalutara,12,36,2014
Kandy,12,19,2014
Kegalle,12,32,2014
Kilinochchi,12,0,2014
Kurunegala,12,27,2014
Mannar,12,0,2014
Matale,12,5,2014
Matara,12,22,2014
Monaragala,12,33,2014
Mullaitivu,12,2,2014
Nuwara Eliya,12,7,2014
Polonnaruwa,12,19,2014
Puttalam,12,4,2014
Ratnapura,12,36,2014
Trincomalee,12,0,2014
Vavuniya,12,1,2014
Ampara,1,1,2015
Anuradhapura,1,56,2015
Badulla,1,3,2015
Batticaloa,1,1,2015
Colombo,1,21,2015
Galle,1,31,2015
Gampaha,1,31,2015
Hambantota,1,16,2015
Jaffna,1,5,2015
Kalutara,1,42,2015
Kandy,1,10,2015
Kegalle,1,32,2015
Kilinochchi,1,0,2015
Kurunegala,1,49,2015
Mannar,1,2,2015
Matale,1,13,2015
Matara,1,19,2015
Monaragala,1,53,2015
Mullaitivu,1,2,2015
Nuwara Eliya,1,5,2015
Polonnaruwa,1,26,2015
Puttalam,1,9,2015
Ratnapura,1,38,2015
Trincomalee,1,4,2015
Vavuniya,1,8,2015
Ampara,2,2,2015
Anuradhapura,2,23,2015
Badulla,2,9,2015
Batticaloa,2,0,2015
Colombo,2,21,2015
Galle,2,20,2015
Gampaha,2,38,2015
Hambantota,2,2,2015
Jaffna,2,2,2015
Kalutara,2,18,2015
Kandy,2,5,2015
Kegalle,2,17,2015
Kilinochchi,2,0,2015
Kurunegala,2,22,2015
Mannar,2,6,2015
Matale,2,2,2015
Matara,2,15,2015
Monaragala,2,9,2015
Mullaitivu,2,0,2015
Nuwara Eliya,2,1,2015
Polonnaruwa,2,6,2015
Puttalam,2,8,2015
Ratnapura,2,30,2015
Trincomalee,2,0,2015
Vavuniya,2,0,2015
Ampara,3,3,2015
Anuradhapura,3,24,2015
Badulla,3,10,2015
Batticaloa,3,1,2015
Colombo,3,38,2015
Galle,3,30,2015
Gampaha,3,76,2015
Hambantota,3,12,2015
Jaffna,3,2,2015
Kalutara,3,38,2015
Kandy,3,5,2015
Kegalle,3,29,2015
Kilinochchi,3,1,2015
Kurunegala,3,22,2015
Mannar,3,0,2015
Matale,3,3,2015
Matara,3,27,2015
Monaragala,3,21,2015
Mullaitivu,3,0,2015
Nuwara Eliya,3,2,2015
Polonnaruwa,3,5,2015
Puttalam,3,1,2015
Ratnapura,3,42,2015
Trincomalee,3,2,2015
Vavuniya,3,1,2015
Ampara,4,0,2015
Anuradhapura,4,19,2015
Badulla,4,5,2015
Batticaloa,4,0,2015
Colombo,4,19,2015
Galle,4,36,2015
Gampaha,4,35,2015
Hambantota,4,4,2015
Jaffna,4,1,2015
Kalutara,4,21,2015
Kandy,4,7,2015
Kegalle,4,30,2015
Kilinochchi,4,0,2015
Kurunegala,4,12,2015
Mannar,4,0,2015
Matale,4,2,2015
Matara,4,14,2015
Monaragala,4,27,2015
Mullaitivu,4,1,2015
Nuwara Eliya,4,2,2015
Polonnaruwa,4,5,2015
Puttalam,4,0,2015
Ratnapura,4,22,2015
Trincomalee,4,5,2015
Vavuniya,4,1,2015
Ampara,5,4,2015
Anuradhapura,5,33,2015
Badulla,5,7,2015
Batticaloa,5,6,2015
Colombo,5,34,2015
Galle,5,16,2015
Gampaha,5,38,2015
Hambantota,5,15,2015
Jaffna,5,2,2015
Kalutara,5,31,2015
Kandy,5,24,2015
Kegalle,5,56,2015
Kilinochchi,5,0,2015
Kurunegala,5,30,2015
Mannar,5,0,2015
Matale,5,10,2015
Matara,5,16,2015
Monaragala,5,10,2015
Mullaitivu,5,0,2015
Nuwara Eliya,5,5,2015
Polonnaruwa,5,5,2015
Puttalam,5,5,2015
Ratnapura,5,16,2015
Trincomalee,5,0,2015
Vavuniya,5,2,2015
Ampara,6,0,2015
Anuradhapura,6,13,2015
Badulla,6,6,2015
Batticaloa,6,1,2015
Colombo,6,20,2015
Galle,6,10,2015
Gampaha,6,16,2015
Hambantota,6,6,2015
Jaffna,6,1,2015
Kalutara,6,30,2015
Kandy,6,12,2015
Kegalle,6,30,2015
Kilinochchi,6,0,2015
Kurunegala,6,31,2015
Mannar,6,0,2015
Matale,6,10,2015
Matara,6,6,2015
Monaragala,6,5,2015
Mullaitivu,6,0,2015
Nuwara Eliya,6,3,2015
Polonnaruwa,6,13,2015
Puttalam,6,1,2015
Ratnapura,6,29,2015
Trincomalee,6,1,2015
Vavuniya,6,1,2015
Ampara,7,0,2015
Anuradhapura,7,4,2015
Badulla,7,9,2015
Batticaloa,7,0,2015
Colombo,7,28,2015
Galle,7,11,2015
Gampaha,7,18,2015
Hambantota,7,9,2015
Jaffna,7,0,2015
Kalutara,7,26,2015
Kandy,7,16,2015
Kegalle,7,15,2015
Kilinochchi,7,0,2015
Kurunegala,7,26,2015
Mannar,7,0,2015
Matale,7,7,2015
Matara,7,6,2015
Monaragala,7,9,2015
Mullaitivu,7,0,2015
Nuwara Eliya,7,8,2015
Polonnaruwa,7,4,2015
Puttalam,7,0,2015
Ratnapura,7,39,2015
Trincomalee,7,2,2015
Vavuniya,7,4,2015
Ampara,8,1,2015
Anuradhapura,8,10,2015
Badulla,8,4,2015
Batticaloa,8,3,2015
Colombo,8,23,2015
Galle,8,15,2015
Gampaha,8,14,2015
Hambantota,8,5,2015
Jaffna,8,1,2015
Kalutara,8,15,2015
Kandy,8,5,2015
Kegalle,8,17,2015
Kilinochchi,8,0,2015
Kurunegala,8,8,2015
Mannar,8,0,2015
Matale,8,2,2015
Matara,8,13,2015
Monaragala,8,1,2015
Mullaitivu,8,2,2015
Nuwara Eliya,8,3,2015
Polonnaruwa,8,3,2015
Puttalam,8,1,2015
Ratnapura,8,28,2015
Trincomalee,8,0,2015
Vavuniya,8,0,2015
Ampara,9,2,2015
Anuradhapura,9,3,2015
Badulla,9,7,2015
Batticaloa,9,0,2015
Colombo,9,21,2015
Galle,9,15,2015
Gampaha,9,34,2015
Hambantota,9,8,2015
Jaffna,9,0,2015
Kalutara,9,37,2015
Kandy,9,10,2015
Kegalle,9,24,2015
Kilinochchi,9,0,2015
Kurunegala,9,4,2015
Mannar,9,0,2015
Matale,9,3,2015
Matara,9,34,2015
Monaragala,9,2,2015
Mullaitivu,9,0,2015
Nuwara Eliya,9,3,2015
Polonnaruwa,9,0,2015
Puttalam,9,5,2015
Ratnapura,9,23,2015
Trincomalee,9,0,2015
Vavuniya,9,0,2015
Ampara,10,1,2015
Anuradhapura,10,11,2015
Badulla,10,7,2015
Batticaloa,10,1,2015
Colombo,10,51,2015
Galle,10,49,2015
Gampaha,10,59,2015
Hambantota,10,27,2015
Jaffna,10,1,2015
Kalutara,10,72,2015
Kandy,10,10,2015
Kegalle,10,37,2015
Kilinochchi,10,0,2015
Kurunegala,10,16,2015
Mannar,10,0,2015
Matale,10,1,2015
Matara,10,78,2015
Monaragala,10,3,2015
Mullaitivu,10,1,2015
Nuwara Eliya,10,5,2015
Polonnaruwa,10,8,2015
Puttalam,10,11,2015
Ratnapura,10,72,2015
Trincomalee,10,1,2015
Vavuniya,10,0,2015
Ampara,11,4,2015
Anuradhapura,11,101,2015
Badulla,11,13,2015
Batticaloa,11,12,2015
Colombo,11,28,2015
Galle,11,33,2015
Gampaha,11,52,2015
Hambantota,11,40,2015
Jaffna,11,3,2015
Kalutara,11,78,2015
Kandy,11,15,2015
Kegalle,11,32,2015
Kilinochchi,11,1,2015
Kurunegala,11,104,2015
Mannar,11,0,2015
Matale,11,10,2015
Matara,11,30,2015
Monaragala,11,15,2015
Mullaitivu,11,1,2015
Nuwara Eliya,11,4,2015
Polonnaruwa,11,26,2015
Puttalam,11,4,2015
Ratnapura,11,46,2015
Trincomalee,11,1,2015
Vavuniya,11,1,2015
Ampara,12,6,2015
Anuradhapura,12,113,2015
Badulla,12,12,2015
Batticaloa,12,9,2015
Colombo,12,12,2015
Galle,12,26,2015
Gampaha,12,32,2015
Hambantota,12,28,2015
Jaffna,12,3,2015
Kalutara,12,34,2015
Kandy,12,16,2015
Kegalle,12,30,2015
Kilinochchi,12,3,2015
Kurunegala,12,44,2015
Mannar,12,1,2015
Matale,12,2,2015
Matara,12,11,2015
Monaragala,12,50,2015
Mullaitivu,12,10,2015
Nuwara Eliya,12,14,2015
Polonnaruwa,12,60,2015
Puttalam,12,3,2015
Ratnapura,12,31,2015
Trincomalee,12,3,2015
Vavuniya,12,3,2015
Ampara,1,5,2016
Anuradhapura,1,90,2016
Badulla,1,21,2016
Batticaloa,1,8,2016
Colombo,1,10,2016
Galle,1,56,2016
Gampaha,1,19,2016
Hambantota,1,22,2016
Jaffna,1,7,2016
Kalutara,1,56,2016
Kandy,1,36,2016
Kegalle,1,44,2016
Kilinochchi,1,10,2016
Kurunegala,1,29,2016
Mannar,1,6,2016
Matale,1,24,2016
Matara,1,20,2016
Monaragala,1,63,2016
Mullaitivu,1,8,2016
Nuwara Eliya,1,9,2016
Polonnaruwa,1,34,2016
Puttalam,1,11,2016
Ratnapura,1,40,2016
Trincomalee,1,2,2016
Vavuniya,1,6,2016
Ampara,2,6,2016
Anuradhapura,2,26,2016
Badulla,2,15,2016
Batticaloa,2,6,2016
Colombo,2,18,2016
Galle,2,27,2016
Gampaha,2,28,2016
Hambantota,2,10,2016
Jaffna,2,0,2016
Kalutara,2,46,2016
Kandy,2,15,2016
Kegalle,2,9,2016
Kilinochchi,2,1,2016
Kurunegala,2,10,2016
Mannar,2,1,2016
Matale,2,8,2016
Matara,2,9,2016
Monaragala,2,16,2016
Mullaitivu,2,0,2016
Nuwara Eliya,2,2,2016
Polonnaruwa,2,8,2016
Puttalam,2,8,2016
Ratnapura,2,21,2016
Trincomalee,2,0,2016
Vavuniya,2,2,2016
Ampara,3,6,2016
Anuradhapura,3,17,2016
Badulla,3,9,2016
Batticaloa,3,4,2016
Colombo,3,30,2016
Galle,3,17,2016
Gampaha,3,48,2016
Hambantota,3,19,2016
Jaffna,3,0,2016
Kalutara,3,69,2016
Kandy,3,6,2016
Kegalle,3,12,2016
Kilinochchi,3,0,2016
Kurunegala,3,13,2016
Mannar,3,1,2016
Matale,3,9,2016
Matara,3,23,2016
Monaragala,3,28,2016
Mullaitivu,3,8,2016
Nuwara Eliya,3,4,2016
Polonnaruwa,3,5,2016
Puttalam,3,4,2016
Ratnapura,3,47,2016
Trincomalee,3,1,2016
Vavuniya,3,2,2016
Ampara,4,3,2016
Anuradhapura,4,25,2016
Badulla,4,14,2016
Batticaloa,4,5,2016
Colombo,4,23,2016
Galle,4,27,2016
Gampaha,4,36,2016
Hambantota,4,6,2016
Jaffna,4,0,2016
Kalutara,4,56,2016
Kandy,4,8,2016
Kegalle,4,19,2016
Kilinochchi,4,0,2016
Kurunegala,4,13,2016
Mannar,4,0,2016
Matale,4,5,2016
Matara,4,25,2016
Monaragala,4,23,2016
Mullaitivu,4,3,2016
Nuwara Eliya,4,3,2016
Polonnaruwa,4,2,2016
Puttalam,4,2,2016
Ratnapura,4,72,2016
Trincomalee,4,8,2016
Vavuniya,4,1,2016
Ampara,5,4,2016
Anuradhapura,5,14,2016
Badulla,5,14,2016
Batticaloa,5,4,2016
Colombo,5,13,2016
Galle,5,12,2016
Gampaha,5,33,2016
Hambantota,5,8,2016
Jaffna,5,1,2016
Kalutara,5,29,2016
Kandy,5,3,2016
Kegalle,5,18,2016
Kilinochchi,5,0,2016
Kurunegala,5,9,2016
Mannar,5,0,2016
Matale,5,2,2016
Matara,5,11,2016
Monaragala,5,5,2016
Mullaitivu,5,2,2016
Nuwara Eliya,5,2,2016
Polonnaruwa,5,18,2016
Puttalam,5,5,2016
Ratnapura,5,65,2016
Trincomalee,5,7,2016
Vavuniya,5,0,2016
Ampara,6,0,2016
Anuradhapura,6,31,2016
Badulla,6,12,2016
Batticaloa,6,5,2016
Colombo,6,50,2016
Galle,6,32,2016
Gampaha,6,44,2016
Hambantota,6,15,2016
Jaffna,6,0,2016
Kalutara,6,31,2016
Kandy,6,11,2016
Kegalle,6,24,2016
Kilinochchi,6,1,2016
Kurunegala,6,25,2016
Mannar,6,0,2016
Matale,6,8,2016
Matara,6,26,2016
Monaragala,6,5,2016
Mullaitivu,6,1,2016
Nuwara Eliya,6,8,2016
Polonnaruwa,6,7,2016
Puttalam,6,4,2016
Ratnapura,6,88,2016
Trincomalee,6,4,2016
Vavuniya,6,1,2016
Ampara,7,0,2016
Anuradhapura,7,26,2016
Badulla,7,11,2016
Batticaloa,7,3,2016
Colombo,7,23,2016
Galle,7,24,2016
Gampaha,7,21,2016
Hambantota,7,4,2016
Jaffna,7,2,2016
Kalutara,7,33,2016
Kandy,7,14,2016
Kegalle,7,11,2016
Kilinochchi,7,0,2016
Kurunegala,7,17,2016
Mannar,7,0,2016
Matale,7,12,2016
Matara,7,18,2016
Monaragala,7,13,2016
Mullaitivu,7,1,2016
Nuwara Eliya,7,8,2016
Polonnaruwa,7,8,2016
Puttalam,7,0,2016
Ratnapura,7,63,2016
Trincomalee,7,4,2016
Vavuniya,7,0,2016
Ampara,8,1,2016
Anuradhapura,8,12,2016
Badulla,8,14,2016
Batticaloa,8,3,2016
Colombo,8,16,2016
Galle,8,12,2016
Gampaha,8,20,2016
Hambantota,8,3,2016
Jaffna,8,2,2016
Kalutara,8,27,2016
Kandy,8,2,2016
Kegalle,8,11,2016
Kilinochchi,8,1,2016
Kurunegala,8,8,2016
Mannar,8,1,2016
Matale,8,3,2016
Matara,8,9,2016
Monaragala,8,2,2016
Mullaitivu,8,0,2016
Nuwara Eliya,8,10,2016
Polonnaruwa,8,3,2016
Puttalam,8,3,2016
Ratnapura,8,33,2016
Trincomalee,8,2,2016
Vavuniya,8,0,2016
Ampara,9,1,2016
Anuradhapura,9,14,2016
Badulla,9,6,2016
Batticaloa,9,4,2016
Colombo,9,54,2016
Galle,9,23,2016
Gampaha,9,28,2016
Hambantota,9,5,2016
Jaffna,9,3,2016
Kalutara,9,20,2016
Kandy,9,15,2016
Kegalle,9,11,2016
Kilinochchi,9,0,2016
Kurunegala,9,14,2016
Mannar,9,1,2016
Matale,9,12,2016
Matara,9,18,2016
Monaragala,9,4,2016
Mullaitivu,9,1,2016
Nuwara Eliya,9,7,2016
Polonnaruwa,9,1,2016
Puttalam,9,2,2016
Ratnapura,9,51,2016
Trincomalee,9,2,2016
Vavuniya,9,1,2016
Ampara,10,0,2016
Anuradhapura,10,4,2016
Badulla,10,7,2016
Batticaloa,10,4,2016
Colombo,10,24,2016
Galle,10,39,2016
Gampaha,10,23,2016
Hambantota,10,3,2016
Jaffna,10,2,2016
Kalutara,10,28,2016
Kandy,10,2,2016
Kegalle,10,8,2016
Kilinochchi,10,0,2016
Kurunegala,10,6,2016
Mannar,10,0,2016
Matale,10,1,2016
Matara,10,9,2016
Monaragala,10,2,2016
Mullaitivu,10,0,2016
Nuwara Eliya,10,6,2016
Polonnaruwa,10,2,2016
Puttalam,10,7,2016
Ratnapura,10,52,2016
Trincomalee,10,2,2016
Vavuniya,10,2,2016
Ampara,11,0,2016
Anuradhapura,11,3,2016
Badulla,11,8,2016
Batticaloa,11,3,2016
Colombo,11,16,2016
Galle,11,58,2016
Gampaha,11,23,2016
Hambantota,11,5,2016
Jaffna,11,4,2016
Kalutara,11,16,2016
Kandy,11,0,2016
Kegalle,11,8,2016
Kilinochchi,11,3,2016
Kurunegala,11,11,2016
Mannar,11,1,2016
Matale,11,2,2016
Matara,11,18,2016
Monaragala,11,2,2016
Mullaitivu,11,0,2016
Nuwara Eliya,11,6,2016
Polonnaruwa,11,1,2016
Puttalam,11,6,2016
Ratnapura,11,46,2016
Trincomalee,11,3,2016
Vavuniya,11,0,2016
Ampara,12,0,2016
Anuradhapura,12,14,2016
Badulla,12,4,2016
Batticaloa,12,7,2016
Colombo,12,15,2016
Galle,12,46,2016
Gampaha,12,13,2016
Hambantota,12,6,2016
Jaffna,12,3,2016
Kalutara,12,27,2016
Kandy,12,6,2016
Kegalle,12,13,2016
Kilinochchi,12,1,2016
Kurunegala,12,17,2016
Mannar,12,0,2016
Matale,12,6,2016
Matara,12,23,2016
Monaragala,12,12,2016
Mullaitivu,12,4,2016
Nuwara Eliya,12,5,2016
Polonnaruwa,12,2,2016
Puttalam,12,1,2016
Ratnapura,12,59,2016
Trincomalee,12,6,2016
Vavuniya,12,4,2016
Ampara,1,3,2017
Anuradhapura,1,19,2017
Badulla,1,11,2017
Batticaloa,1,4,2017
Colombo,1,9,2017
Galle,1,19,2017
Gampaha,1,7,2017
Hambantota,1,7,2017
Jaffna,1,8,2017
Kalutara,1,22,2017
Kandy,1,6,2017
Kegalle,1,4,2017
Kilinochchi,1,1,2017
Kurunegala,1,14,2017
Mannar,1,0,2017
Matale,1,9,2017
Matara,1,8,2017
Monaragala,1,13,2017
Mullaitivu,1,6,2017
Nuwara Eliya,1,4,2017
Polonnaruwa,1,8,2017
Puttalam,1,2,2017
Ratnapura,1,39,2017
Trincomalee,1,2,2017
Vavuniya,1,2,2017
Ampara,2,1,2017
Anuradhapura,2,2,2017
Badulla,2,0,2017
Batticaloa,2,1,2017
Colombo,2,5,2017
Galle,2,17,2017
Gampaha,2,12,2017
Hambantota,2,3,2017
Jaffna,2,8,2017
Kalutara,2,20,2017
Kandy,2,3,2017
Kegalle,2,4,2017
Kilinochchi,2,1,2017
Kurunegala,2,6,2017
Mannar,2,0,2017
Matale,2,3,2017
Matara,2,6,2017
Monaragala,2,10,2017
Mullaitivu,2,2,2017
Nuwara Eliya,2,4,2017
Polonnaruwa,2,2,2017
Puttalam,2,1,2017
Ratnapura,2,37,2017
Trincomalee,2,2,2017
Vavuniya,2,4,2017
Ampara,3,2,2017
Anuradhapura,3,5,2017
Badulla,3,8,2017
Batticaloa,3,2,2017
Colombo,3,11,2017
Galle,3,31,2017
Gampaha,3,6,2017
Hambantota,3,1,2017
Jaffna,3,3,2017
Kalutara,3,37,2017
Kandy,3,8,2017
Kegalle,3,10,2017
Kilinochchi,3,0,2017
Kurunegala,3,13,2017
Mannar,3,0,2017
Matale,3,8,2017
Matara,3,10,2017
Monaragala,3,16,2017
Mullaitivu,3,0,2017
Nuwara Eliya,3,3,2017
Polonnaruwa,3,4,2017
Puttalam,3,3,2017
Ratnapura,3,73,2017
Trincomalee,3,3,2017
Vavuniya,3,5,2017
Ampara,4,1,2017
Anuradhapura,4,4,2017
Badulla,4,16,2017
Batticaloa,4,2,2017
Colombo,4,15,2017
Galle,4,22,2017
Gampaha,4,4,2017
Hambantota,4,4,2017
Jaffna,4,3,2017
Kalutara,4,32,2017
Kandy,4,2,2017
Kegalle,4,4,2017
Kilinochchi,4,1,2017
Kurunegala,4,2,2017
Mannar,4,0,2017
Matale,4,1,2017
Matara,4,20,2017
Monaragala,4,10,2017
Mullaitivu,4,1,2017
Nuwara Eliya,4,6,2017
Polonnaruwa,4,5,2017
Puttalam,4,0,2017
Ratnapura,4,49,2017
Trincomalee,4,3,2017
Vavuniya,4,3,2017
Ampara,5,0,2017
Anuradhapura,5,5,2017
Badulla,5,8,2017
Batticaloa,5,3,2017
Colombo,5,7,2017
Galle,5,11,2017
Gampaha,5,1,2017
Hambantota,5,1,2017
Jaffna,5,0,2017
Kalutara,5,19,2017
Kandy,5,5,2017
Kegalle,5,4,2017
Kilinochchi,5,0,2017
Kurunegala,5,3,2017
Mannar,5,1,2017
Matale,5,0,2017
Matara,5,13,2017
Monaragala,5,4,2017
Mullaitivu,5,0,2017
Nuwara Eliya,5,1,2017
Polonnaruwa,5,5,2017
Puttalam,5,1,2017
Ratnapura,5,66,2017
Trincomalee,5,3,2017
Vavuniya,5,3,2017
Ampara,6,1,2017
Anuradhapura,6,9,2017
Badulla,6,12,2017
Batticaloa,6,3,2017
Colombo,6,18,2017
Galle,6,61,2017
Gampaha,6,3,2017
Hambantota,6,15,2017
Jaffna,6,0,2017
Kalutara,6,47,2017
Kandy,6,4,2017
Kegalle,6,20,2017
Kilinochchi,6,0,2017
Kurunegala,6,2,2017
Mannar,6,1,2017
Matale,6,2,2017
Matara,6,54,2017
Monaragala,6,29,2017
Mullaitivu,6,2,2017
Nuwara Eliya,6,1,2017
Polonnaruwa,6,5,2017
Puttalam,6,9,2017
Ratnapura,6,99,2017
Trincomalee,6,1,2017
Vavuniya,6,6,2017
Ampara,7,3,2017
Anuradhapura,7,12,2017
Badulla,7,13,2017
Batticaloa,7,3,2017
